Type,Name,Desc,Price
Brandy,Crispin Cain's Greenway/Germain Robin Distillery Rose Liqueur 375ml," 
                                                        Special Order Only!!!  Please allow 5-7 business days for bottle to ship. Apples & honey distilled on Germain-Robin’s antique cognac still & macerated with rose petals hand-picked from 17 different kinds of heirloom roses. ""Spectacular"" (5 Stars) Wine Enthusiast. Listed in Robb Report’s ""Best of the Best"" Liqueurs & Cordials (2008). Exquisite product.  This stuff is outrageous.  Its golden color is achieved exclusively through the fresh maceration of roses after the primary distillation.  One of the most intriguing and beguiling products available in any...
                                                        Read More » 
 Read More » ",$84.99 
Brandy,Osocalis XO Alambic Brandy (750ml),"93 points Wine Enthusiast: ""*Top 50 Spirits of 2011* From a small family-run distillery, this blend of 'older' California brandies has a vibrant golden-orange color and a sweet apples-and-honey note. On the palate, creamy citrus flavors finish big and rich, with caramel, ginger and cinnamon notes, and a soft texture. Pair with a fruit dessert, like apple pie with vanilla ice cream. Come to think of it, this brandy would be dynamite simply poured over ice cream, too. (KN)"" (12/2011) K&L Notes:  
                                                        Brand new from the local legend of Osocalis (based in the Santa Cruz Mountains)! Their hugely anticipat...
                                                        Read More » 
 Read More » ",$109.99 
Brandy,Western Grace Bourbon Barrel Aged Spanish Brandy (750ml)," 
                                                        This unusual little brandy starts its life in ex-bourbon American oak casks for three years before being blended and finished in sherry vats for several months. In an unlikely twist the brandy is then shipped to Mexico, where it undergoes an unprecedented process of additional aging. The vats of resting brandy have a number of ex-tequila staves introduced into add another flavor element before bottling. The result is something totally out of the ordinary, not your sickly sweet spanish brandy, but something light and fresh with tons of nuanced vanilla, de...
                                                        Read More » 
 Read More » ",$29.99 
Brandy,Giovi 60 Nero d'Avola Grappa (750ml) (1 bottle limit)," Barrel aged for ten months, this high proof Sicilian grappa is distilled from Nero d'Avola grapes and packs an incredible amount of classic grappa character due to the unusual 120 proof. The aromas take on character from the oak with notes of honey and chestnut on the nose, but the spice and pommace character dominate the palate with a long and lasting finish of fruit, vanilla, and earth. This is a grappa for George T. Stagg Bourbon drinkers and easily one of the most complex traditionally-styled grappas we've ever carried. ",$79.99 
Brandy,"Lustau Solera ""Finest Selection"" Gran Reserva Spanish Brandy de Jerez (750ml)"," 
                                                        Finally an affordable and high quality sherry-matured delight for Speyside single malt drinkers who can't get enough sherry flavor! The Lustau brandies combine Spanish distillation with top notch maturation in sherry butts from one of Jerez's top producers. Aged for a minimum of fifteen years, the Finest Selection is a blend of brandies matured in sherry butts that held amontillado, oloroso, and pedro ximinez brandies for forty to fifty years. It's a sure fire winner for those looking for supreme sherry concentration. It's the sherry bomb of Spanish bran...
                                                        Read More » 
 Read More » ",$49.99 
Brandy,Clear Creek Eau de Vie Pomme 2 Year Old Apple Brandy (750ml),  ,$32.99 
Brandy,El Maestro Sierra 20 Year Old Solera Aged Spanish Brandy (750ml)," 
                                                        El Maestro Sierra was founded in 1830 by master carpenter and cooper José Antonio Sierra. Over time, José surpassed his reputation to become one of the region's most respected almacenistas, gaining new fame for understanding how wine and brandy develop in the barrels of the solera system.  Brandy de Jerez has a long tradition in the region, but today very little is consumed outside of Spain. El Maestro Sierra bottles two brandies, with the entire solera consisting of only seven butts of old Oloroso casks, a few of which date back to the very founding of ...
                                                        Read More » 
 Read More » ",$69.99 
Brandy,Lustau Gran Reserva Brandy de Jerez (750ml)," Finally an affordable and high quality sherry-matured delight for Speyside single malt drinkers who can't get enough sherry flavor! The Lustau brandies combine Spanish distillation with top notch maturation in sherry butts from one of Jerez's top producers. The standard Gran Reserva is from an oloroso sherry solera with a minimum of ten years of age, making it similar in its concentration and richness to something like Macallan 12 or Glenfarclas 10. The flavors are of cocoa, cakebread, and toasted almonds. ",$39.99 
Brandy,Efe Raki From Turkey 90 Proof (750ml)," 
                                                        Special Order Only!  Special order items are not in stock and are dependent upon quantity available from distribution. All special orders are final and non-refundable. Will take 3-7 business days to receive this product before it can be shipped.  Efe Raki brought together the experts to produce the taste that defines Raki by an authentic recipe. Selected top-quality grapes and anise seeds of the Aegean coast gives Efe Raki its distinct taste and unmistakable aroma every time. Triple-distilled grape alcohol is redistilled in pot stills to offer the qualit...
                                                        Read More » 
 Read More » ",$31.99 
Brandy,Laird's Jersey Lightning Apple Brandy (750ml), Special Order Only!  Will take 3-7 business days to receive this product before it can be shipped. ,$29.99 
Brandy,OsCo Trade Winds Brandy 750ml," Oakland Spirits Co and East Bay Spice Company have teamed up to formulate Trade Winds Brandy, the newest addition to the Glasshouse lineup . Flavored with Garam Masala, Cilantro and Assam Tea this new spirit celebrates the uniquely diverse flavors of Indian Cuisine. ",$34.99 
Brandy,Jacoulot 20 Year Old Marc de Bourgogne (750ml)," 
                                                        The ultra limited release of special old Marc from the venerated house in Southern Burgundy. Jacoulot only distills the pommace of Pinot Noir from the finest vineyards in Chassagne-Montrachet and ages them in new and used barrels for decades. The grapes are systematically ""extra égrappés,"" meaning they've been fully destemmed before vinification. The richly aromatic raw material is distilled on small copper potstills and aged in barrels and vats of various sizes to enhance various aspects of the full flavored distillate. The result is an idiosyncratic wo...
                                                        Read More » 
 Read More » ",$149.99 
Brandy,Sacred Bond Bottled In Bond American Brandy (750ml), Special Order Only!  Will take 3-7 business days to receive this product before it can be shipped. No refund or exchanges allowed on special order items. All sales are final. ,$26.99 
Brandy,Domaine d'Esperance Blanche Armagnac (750ml),  ,$44.99 
Brandy,Mistral Nobel Pisco (750ml)," Special Order Only! Special order items are not in stock and are dependent upon quantity available from distribution. All special orders are final and non-refundable.  Will take 3-7 days to receive this product before it can be shipped. Produced in Chile's famed Elqui Valley, Mistral Nobel pisco is comprised of Muscatel of Alexandria and Pedro Jimenez grape-based pisco aged in American oak (medium toast) barrels for 1-3 years. ",$33.99 
Brandy,"Mistral ""46"" Pisco (750ml)"," Special Order Only! Special order items are not in stock and are dependent upon quantity available from distribution. All special orders are final and non-refundable.  Will take 3-7 days to receive this product before it can be shipped. Produced in Chile's famed Elqui Valley, Mistral 46% overproof pisco is comprised of a different blend of Muscatel of Alexandria and Pedro Jimenez grapes aged in American oak barrels for 6-12 months. ",$34.99 
